cleaned,bigram,trigram
xiaomi pakai desain camera kayak gitu malak xiaomi ultrajadi gak niruiphonemalak iphone niru xiaomidan bang david pas tes video pakai kacamata kades hoho alkaf,"['xiaomi pakai', 'pakai desain', 'desain camera', 'camera kayak', 'kayak gitu', 'gitu malak', 'malak xiaomi', 'xiaomi ultrajadi', 'ultrajadi gak', 'gak niruiphonemalak', 'niruiphonemalak iphone', 'iphone niru', 'niru xiaomidan', 'xiaomidan bang', 'bang david', 'david pas', 'pas tes', 'tes video', 'video pakai', 'pakai kacamata', 'kacamata kades', 'kades hoho', 'hoho alkaf']","['xiaomi pakai desain', 'pakai desain camera', 'desain camera kayak', 'camera kayak gitu', 'kayak gitu malak', 'gitu malak xiaomi', 'malak xiaomi ultrajadi', 'xiaomi ultrajadi gak', 'ultrajadi gak niruiphonemalak', 'gak niruiphonemalak iphone', 'niruiphonemalak iphone niru', 'iphone niru xiaomidan', 'niru xiaomidan bang', 'xiaomidan bang david', 'bang david pas', 'david pas tes', 'pas tes video', 'tes video pakai', 'video pakai kacamata', 'pakai kacamata kades', 'kacamata kades hoho', 'kades hoho alkaf']"
kejadian hp xiaomi teman bawa cn imigrasi medan buka imeinya jakarta hp nya hny wifi only,"['kejadian hp', 'hp xiaomi', 'xiaomi teman', 'teman bawa', 'bawa cn', 'cn imigrasi', 'imigrasi medan', 'medan buka', 'buka imeinya', 'imeinya jakarta', 'jakarta hp', 'hp nya', 'nya hny', 'hny wifi', 'wifi only']","['kejadian hp xiaomi', 'hp xiaomi teman', 'xiaomi teman bawa', 'teman bawa cn', 'bawa cn imigrasi', 'cn imigrasi medan', 'imigrasi medan buka', 'medan buka imeinya', 'buka imeinya jakarta', 'imeinya jakarta hp', 'jakarta hp nya', 'hp nya hny', 'nya hny wifi', 'hny wifi only']"
the best xiaomi,"['the best', 'best xiaomi']",['the best xiaomi']
permisi xiaomi pro ku bunyi bunyi ya kalo goyang goyangin atasnya infondong,"['permisi xiaomi', 'xiaomi pro', 'pro ku', 'ku bunyi', 'bunyi bunyi', 'bunyi ya', 'ya kalo', 'kalo goyang', 'goyang goyangin', 'goyangin atasnya', 'atasnya infondong']","['permisi xiaomi pro', 'xiaomi pro ku', 'pro ku bunyi', 'ku bunyi bunyi', 'bunyi bunyi ya', 'bunyi ya kalo', 'ya kalo goyang', 'kalo goyang goyangin', 'goyang goyangin atasnya', 'goyangin atasnya infondong']"
gila sih gw suka banget design xiomi kali berasa maju melesat meninggalkan kompetitor besarcakepp lihatnya,"['gila sih', 'sih gw', 'gw suka', 'suka banget', 'banget design', 'design xiomi', 'xiomi kali', 'kali berasa', 'berasa maju', 'maju melesat', 'melesat meninggalkan', 'meninggalkan kompetitor', 'kompetitor besarcakepp', 'besarcakepp lihatnya']","['gila sih gw', 'sih gw suka', 'gw suka banget', 'suka banget design', 'banget design xiomi', 'design xiomi kali', 'xiomi kali berasa', 'kali berasa maju', 'berasa maju melesat', 'maju melesat meninggalkan', 'melesat meninggalkan kompetitor', 'meninggalkan kompetitor besarcakepp', 'kompetitor besarcakepp lihatnya']"
tetep android aman privacy digitalnya saldo mbanking,"['tetep android', 'android aman', 'aman privacy', 'privacy digitalnya', 'digitalnya saldo', 'saldo mbanking']","['tetep android aman', 'android aman privacy', 'aman privacy digitalnya', 'privacy digitalnya saldo', 'digitalnya saldo mbanking']"
kebanyakan gimik ya ah,"['kebanyakan gimik', 'gimik ya', 'ya ah']","['kebanyakan gimik ya', 'gimik ya ah']"
salfok kacamata kameranya bang,"['salfok kacamata', 'kacamata kameranya', 'kameranya bang']","['salfok kacamata kameranya', 'kacamata kameranya bang']"
buatin video compare kameranya bang ama sing iphone,"['buatin video', 'video compare', 'compare kameranya', 'kameranya bang', 'bang ama', 'ama sing', 'sing iphone']","['buatin video compare', 'video compare kameranya', 'compare kameranya bang', 'kameranya bang ama', 'bang ama sing', 'ama sing iphone']"
bang rekomendasi hp,"['bang rekomendasi', 'rekomendasi hp']",['bang rekomendasi hp']
iphone niru xiaomi dihujat xiaomi niru iphone dimaklumi,"['iphone niru', 'niru xiaomi', 'xiaomi dihujat', 'dihujat xiaomi', 'xiaomi niru', 'niru iphone', 'iphone dimaklumi']","['iphone niru xiaomi', 'niru xiaomi dihujat', 'xiaomi dihujat xiaomi', 'dihujat xiaomi niru', 'xiaomi niru iphone', 'niru iphone dimaklumi']"
ngeri xiaomi,['ngeri xiaomi'],[]
udah d bilang bang face to face langsung iphone ganti nama,"['udah d', 'd bilang', 'bilang bang', 'bang face', 'face to', 'to face', 'face langsung', 'langsung iphone', 'iphone ganti', 'ganti nama']","['udah d bilang', 'd bilang bang', 'bilang bang face', 'bang face to', 'face to face', 'to face langsung', 'face langsung iphone', 'langsung iphone ganti', 'iphone ganti nama']"
sih bang angka keberuntungan arti nya maju mapan,"['sih bang', 'bang angka', 'angka keberuntungan', 'keberuntungan arti', 'arti nya', 'nya maju', 'maju mapan']","['sih bang angka', 'bang angka keberuntungan', 'angka keberuntungan arti', 'keberuntungan arti nya', 'arti nya maju', 'nya maju mapan']"
nanya serius tau tolong ya hp pake indonesia maksudnya make simcard indo wifi only,"['nanya serius', 'serius tau', 'tau tolong', 'tolong ya', 'ya hp', 'hp pake', 'pake indonesia', 'indonesia maksudnya', 'maksudnya make', 'make simcard', 'simcard indo', 'indo wifi', 'wifi only']","['nanya serius tau', 'serius tau tolong', 'tau tolong ya', 'tolong ya hp', 'ya hp pake', 'hp pake indonesia', 'pake indonesia maksudnya', 'indonesia maksudnya make', 'maksudnya make simcard', 'make simcard indo', 'simcard indo wifi', 'indo wifi only']"
kayanya jaga layar belakangnya biar burn in,"['kayanya jaga', 'jaga layar', 'layar belakangnya', 'belakangnya biar', 'biar burn', 'burn in']","['kayanya jaga layar', 'jaga layar belakangnya', 'layar belakangnya biar', 'belakangnya biar burn', 'biar burn in']"
iya,[],[]
semahal apapun hape pembanding,"['semahal apapun', 'apapun hape', 'hape pembanding']","['semahal apapun hape', 'apapun hape pembanding']"
bang review xiaomi t,"['bang review', 'review xiaomi', 'xiaomi t']","['bang review xiaomi', 'review xiaomi t']"
gg xiaomi kangen xiaomi th pake xiaomi,"['gg xiaomi', 'xiaomi kangen', 'kangen xiaomi', 'xiaomi th', 'th pake', 'pake xiaomi']","['gg xiaomi kangen', 'xiaomi kangen xiaomi', 'kangen xiaomi th', 'xiaomi th pake', 'th pake xiaomi']"
konsumen pandang nya gengsi apple biar hp nya burik,"['konsumen pandang', 'pandang nya', 'nya gengsi', 'gengsi apple', 'apple biar', 'biar hp', 'hp nya', 'nya burik']","['konsumen pandang nya', 'pandang nya gengsi', 'nya gengsi apple', 'gengsi apple biar', 'apple biar hp', 'biar hp nya', 'hp nya burik']"
th coret buku desain hp layarnya wkwk imajinasi hp jadul keypad fisiknya,"['th coret', 'coret buku', 'buku desain', 'desain hp', 'hp layarnya', 'layarnya wkwk', 'wkwk imajinasi', 'imajinasi hp', 'hp jadul', 'jadul keypad', 'keypad fisiknya']","['th coret buku', 'coret buku desain', 'buku desain hp', 'desain hp layarnya', 'hp layarnya wkwk', 'layarnya wkwk imajinasi', 'wkwk imajinasi hp', 'imajinasi hp jadul', 'hp jadul keypad', 'jadul keypad fisiknya']"
bg hp snapdragon uji ram nya gb emang xiaomi ram nya,"['bg hp', 'hp snapdragon', 'snapdragon uji', 'uji ram', 'ram nya', 'nya gb', 'gb emang', 'emang xiaomi', 'xiaomi ram', 'ram nya']","['bg hp snapdragon', 'hp snapdragon uji', 'snapdragon uji ram', 'uji ram nya', 'ram nya gb', 'nya gb emang', 'gb emang xiaomi', 'emang xiaomi ram', 'xiaomi ram nya']"
xiaomi t bisabisa berubah xiaomi e xiaomi air wkwk v,"['xiaomi t', 't bisabisa', 'bisabisa berubah', 'berubah xiaomi', 'xiaomi e', 'e xiaomi', 'xiaomi air', 'air wkwk', 'wkwk v']","['xiaomi t bisabisa', 't bisabisa berubah', 'bisabisa berubah xiaomi', 'berubah xiaomi e', 'xiaomi e xiaomi', 'e xiaomi air', 'xiaomi air wkwk', 'air wkwk v']"
desain poco m pro ku jadul wkwkwk,"['desain poco', 'poco m', 'm pro', 'pro ku', 'ku jadul', 'jadul wkwkwk']","['desain poco m', 'poco m pro', 'm pro ku', 'pro ku jadul', 'ku jadul wkwkwk']"
xiomi hp gak pelit spek,"['xiomi hp', 'hp gak', 'gak pelit', 'pelit spek']","['xiomi hp gak', 'hp gak pelit', 'gak pelit spek']"
kualitas foto videonya kali kagum nonton review hp xiaomi,"['kualitas foto', 'foto videonya', 'videonya kali', 'kali kagum', 'kagum nonton', 'nonton review', 'review hp', 'hp xiaomi']","['kualitas foto videonya', 'foto videonya kali', 'videonya kali kagum', 'kali kagum nonton', 'kagum nonton review', 'nonton review hp', 'review hp xiaomi']"
kritik xiaomi bang ntar kyk reviewer china sue jun lei,"['kritik xiaomi', 'xiaomi bang', 'bang ntar', 'ntar kyk', 'kyk reviewer', 'reviewer china', 'china sue', 'sue jun', 'jun lei']","['kritik xiaomi bang', 'xiaomi bang ntar', 'bang ntar kyk', 'ntar kyk reviewer', 'kyk reviewer china', 'reviewer china sue', 'china sue jun', 'sue jun lei']"
ngeliat iphone jelek banget jirr design boring cuman pindah pindah letak bulatan kamera over price literally iphone barang ilegal masuk indonesia wajib bayar bea masuk legal unsur tkdn beli maksa banget via ibox kasihan indonesia apple storekurang investasi indonesia singapore sih over price harga pasaran amerika ya sekitaran hp setara rp jutaan,"['ngeliat iphone', 'iphone jelek', 'jelek banget', 'banget jirr', 'jirr design', 'design boring', 'boring cuman', 'cuman pindah', 'pindah pindah', 'pindah letak', 'letak bulatan', 'bulatan kamera', 'kamera over', 'over price', 'price literally', 'literally iphone', 'iphone barang', 'barang ilegal', 'ilegal masuk', 'masuk indonesia', 'indonesia wajib', 'wajib bayar', 'bayar bea', 'bea masuk', 'masuk legal', 'legal unsur', 'unsur tkdn', 'tkdn beli', 'beli maksa', 'maksa banget', 'banget via', 'via ibox', 'ibox kasihan', 'kasihan indonesia', 'indonesia apple', 'apple storekurang', 'storekurang investasi', 'investasi indonesia', 'indonesia singapore', 'singapore sih', 'sih over', 'over price', 'price harga', 'harga pasaran', 'pasaran amerika', 'amerika ya', 'ya sekitaran', 'sekitaran hp', 'hp setara', 'setara rp', 'rp jutaan']","['ngeliat iphone jelek', 'iphone jelek banget', 'jelek banget jirr', 'banget jirr design', 'jirr design boring', 'design boring cuman', 'boring cuman pindah', 'cuman pindah pindah', 'pindah pindah letak', 'pindah letak bulatan', 'letak bulatan kamera', 'bulatan kamera over', 'kamera over price', 'over price literally', 'price literally iphone', 'literally iphone barang', 'iphone barang ilegal', 'barang ilegal masuk', 'ilegal masuk indonesia', 'masuk indonesia wajib', 'indonesia wajib bayar', 'wajib bayar bea', 'bayar bea masuk', 'bea masuk legal', 'masuk legal unsur', 'legal unsur tkdn', 'unsur tkdn beli', 'tkdn beli maksa', 'beli maksa banget', 'maksa banget via', 'banget via ibox', 'via ibox kasihan', 'ibox kasihan indonesia', 'kasihan indonesia apple', 'indonesia apple storekurang', 'apple storekurang investasi', 'storekurang investasi indonesia', 'investasi indonesia singapore', 'indonesia singapore sih', 'singapore sih over', 'sih over price', 'over price harga', 'price harga pasaran', 'harga pasaran amerika', 'pasaran amerika ya', 'amerika ya sekitaran', 'ya sekitaran hp', 'sekitaran hp setara', 'hp setara rp', 'setara rp jutaan']"
tim nyimak beli,"['tim nyimak', 'nyimak beli']",['tim nyimak beli']
team nungguin bang david bilang widih,"['team nungguin', 'nungguin bang', 'bang david', 'david bilang', 'bilang widih']","['team nungguin bang', 'nungguin bang david', 'bang david bilang', 'david bilang widih']"
xiaomi udah bikin seri xiaomi ultra,"['xiaomi udah', 'udah bikin', 'bikin seri', 'seri xiaomi', 'xiaomi ultra']","['xiaomi udah bikin', 'udah bikin seri', 'bikin seri xiaomi', 'seri xiaomi ultra']"
harga tersiksa perih mahal,"['harga tersiksa', 'tersiksa perih', 'perih mahal']","['harga tersiksa perih', 'tersiksa perih mahal']"
vid inget gua lu,"['vid inget', 'inget gua', 'gua lu']","['vid inget gua', 'inget gua lu']"
kayaknya kertas bungkus hpnya bawaan hpnya bg hp udh bekas unboxing orang jgk,"['kayaknya kertas', 'kertas bungkus', 'bungkus hpnya', 'hpnya bawaan', 'bawaan hpnya', 'hpnya bg', 'bg hp', 'hp udh', 'udh bekas', 'bekas unboxing', 'unboxing orang', 'orang jgk']","['kayaknya kertas bungkus', 'kertas bungkus hpnya', 'bungkus hpnya bawaan', 'hpnya bawaan hpnya', 'bawaan hpnya bg', 'hpnya bg hp', 'bg hp udh', 'hp udh bekas', 'udh bekas unboxing', 'bekas unboxing orang', 'unboxing orang jgk']"
gimmick identitas xiaomi,"['gimmick identitas', 'identitas xiaomi']",['gimmick identitas xiaomi']
china ama america berantem karna tarifini dimanfaatkan xiomi ngetrop trump,"['china ama', 'ama america', 'america berantem', 'berantem karna', 'karna tarifini', 'tarifini dimanfaatkan', 'dimanfaatkan xiomi', 'xiomi ngetrop', 'ngetrop trump']","['china ama america', 'ama america berantem', 'america berantem karna', 'berantem karna tarifini', 'karna tarifini dimanfaatkan', 'tarifini dimanfaatkan xiomi', 'dimanfaatkan xiomi ngetrop', 'xiomi ngetrop trump']"
gabisa gaming kah,"['gabisa gaming', 'gaming kah']",['gabisa gaming kah']
kali lihat review bang david jeleknya hp bagusnya hp efek amerika kah emang xiaomi sejelek,"['kali lihat', 'lihat review', 'review bang', 'bang david', 'david jeleknya', 'jeleknya hp', 'hp bagusnya', 'bagusnya hp', 'hp efek', 'efek amerika', 'amerika kah', 'kah emang', 'emang xiaomi', 'xiaomi sejelek']","['kali lihat review', 'lihat review bang', 'review bang david', 'bang david jeleknya', 'david jeleknya hp', 'jeleknya hp bagusnya', 'hp bagusnya hp', 'bagusnya hp efek', 'hp efek amerika', 'efek amerika kah', 'amerika kah emang', 'kah emang xiaomi', 'emang xiaomi sejelek']"
dikasih buntung kanan kirinya biar layarnya aman,"['dikasih buntung', 'buntung kanan', 'kanan kirinya', 'kirinya biar', 'biar layarnya', 'layarnya aman']","['dikasih buntung kanan', 'buntung kanan kirinya', 'kanan kirinya biar', 'kirinya biar layarnya', 'biar layarnya aman']"
nya resmi ngakl resmi gas,"['nya resmi', 'resmi ngakl', 'ngakl resmi', 'resmi gas']","['nya resmi ngakl', 'resmi ngakl resmi', 'ngakl resmi gas']"
cmiiw hpnya cepet panas gara layar cpu ngejaga layar tetep nyalangejaga aplikasi latar ngejalanin game cpu ngejalanin game gamau naikin clocakspeed clock,"['cmiiw hpnya', 'hpnya cepet', 'cepet panas', 'panas gara', 'gara layar', 'layar cpu', 'cpu ngejaga', 'ngejaga layar', 'layar tetep', 'tetep nyalangejaga', 'nyalangejaga aplikasi', 'aplikasi latar', 'latar ngejalanin', 'ngejalanin game', 'game cpu', 'cpu ngejalanin', 'ngejalanin game', 'game gamau', 'gamau naikin', 'naikin clocakspeed', 'clocakspeed clock']","['cmiiw hpnya cepet', 'hpnya cepet panas', 'cepet panas gara', 'panas gara layar', 'gara layar cpu', 'layar cpu ngejaga', 'cpu ngejaga layar', 'ngejaga layar tetep', 'layar tetep nyalangejaga', 'tetep nyalangejaga aplikasi', 'nyalangejaga aplikasi latar', 'aplikasi latar ngejalanin', 'latar ngejalanin game', 'ngejalanin game cpu', 'game cpu ngejalanin', 'cpu ngejalanin game', 'ngejalanin game gamau', 'game gamau naikin', 'gamau naikin clocakspeed', 'naikin clocakspeed clock']"
masuk indo bang,"['masuk indo', 'indo bang']",['masuk indo bang']
ko pinggiran lensa kaya debu nya,"['ko pinggiran', 'pinggiran lensa', 'lensa kaya', 'kaya debu', 'debu nya']","['ko pinggiran lensa', 'pinggiran lensa kaya', 'lensa kaya debu', 'kaya debu nya']"
gua tungguuu promax ipon vs mi,"['gua tungguuu', 'tungguuu promax', 'promax ipon', 'ipon vs', 'vs mi']","['gua tungguuu promax', 'tungguuu promax ipon', 'promax ipon vs', 'ipon vs mi']"
sebagus apapun kameranya semahal apapun hpnya ngeblur kalo status wa,"['sebagus apapun', 'apapun kameranya', 'kameranya semahal', 'semahal apapun', 'apapun hpnya', 'hpnya ngeblur', 'ngeblur kalo', 'kalo status', 'status wa']","['sebagus apapun kameranya', 'apapun kameranya semahal', 'kameranya semahal apapun', 'semahal apapun hpnya', 'apapun hpnya ngeblur', 'hpnya ngeblur kalo', 'ngeblur kalo status', 'kalo status wa']"
gw komen kebanyakan hp king panik ayo ngaku,"['gw komen', 'komen kebanyakan', 'kebanyakan hp', 'hp king', 'king panik', 'panik ayo', 'ayo ngaku']","['gw komen kebanyakan', 'komen kebanyakan hp', 'kebanyakan hp king', 'hp king panik', 'king panik ayo', 'panik ayo ngaku']"
gua wajar sih performa nya limit belakangnya layar tambahan kalo kena panas yah wasalam layar,"['gua wajar', 'wajar sih', 'sih performa', 'performa nya', 'nya limit', 'limit belakangnya', 'belakangnya layar', 'layar tambahan', 'tambahan kalo', 'kalo kena', 'kena panas', 'panas yah', 'yah wasalam', 'wasalam layar']","['gua wajar sih', 'wajar sih performa', 'sih performa nya', 'performa nya limit', 'nya limit belakangnya', 'limit belakangnya layar', 'belakangnya layar tambahan', 'layar tambahan kalo', 'tambahan kalo kena', 'kalo kena panas', 'kena panas yah', 'panas yah wasalam', 'yah wasalam layar']"
kelebihan android kelemahan kelemahan iponge kelebihan youtuber tomlol,"['kelebihan android', 'android kelemahan', 'kelemahan kelemahan', 'kelemahan iponge', 'iponge kelebihan', 'kelebihan youtuber', 'youtuber tomlol']","['kelebihan android kelemahan', 'android kelemahan kelemahan', 'kelemahan kelemahan iponge', 'kelemahan iponge kelebihan', 'iponge kelebihan youtuber', 'kelebihan youtuber tomlol']"
nice,[],[]
next oppo find x bang,"['next oppo', 'oppo find', 'find x', 'x bang']","['next oppo find', 'oppo find x', 'find x bang']"
koh tumben review sound ncs wuk wuk nya,"['koh tumben', 'tumben review', 'review sound', 'sound ncs', 'ncs wuk', 'wuk wuk', 'wuk nya']","['koh tumben review', 'tumben review sound', 'review sound ncs', 'sound ncs wuk', 'ncs wuk wuk', 'wuk wuk nya']"
pengeen bangeettt ya allah,"['pengeen bangeettt', 'bangeettt ya', 'ya allah']","['pengeen bangeettt ya', 'bangeettt ya allah']"
liburan san francisco ya bang golden brigde mampir,"['liburan san', 'san francisco', 'francisco ya', 'ya bang', 'bang golden', 'golden brigde', 'brigde mampir']","['liburan san francisco', 'san francisco ya', 'francisco ya bang', 'ya bang golden', 'bang golden brigde', 'golden brigde mampir']"
brand cina mantap body camera cake pan xiaomi skrg channel band david dah rame sy ntn jt subscriber smp skrg cm beli hp direview bang david tewas ganti hp yah hidup sesuai kemampuan,"['brand cina', 'cina mantap', 'mantap body', 'body camera', 'camera cake', 'cake pan', 'pan xiaomi', 'xiaomi skrg', 'skrg channel', 'channel band', 'band david', 'david dah', 'dah rame', 'rame sy', 'sy ntn', 'ntn jt', 'jt subscriber', 'subscriber smp', 'smp skrg', 'skrg cm', 'cm beli', 'beli hp', 'hp direview', 'direview bang', 'bang david', 'david tewas', 'tewas ganti', 'ganti hp', 'hp yah', 'yah hidup', 'hidup sesuai', 'sesuai kemampuan']","['brand cina mantap', 'cina mantap body', 'mantap body camera', 'body camera cake', 'camera cake pan', 'cake pan xiaomi', 'pan xiaomi skrg', 'xiaomi skrg channel', 'skrg channel band', 'channel band david', 'band david dah', 'david dah rame', 'dah rame sy', 'rame sy ntn', 'sy ntn jt', 'ntn jt subscriber', 'jt subscriber smp', 'subscriber smp skrg', 'smp skrg cm', 'skrg cm beli', 'cm beli hp', 'beli hp direview', 'hp direview bang', 'direview bang david', 'bang david tewas', 'david tewas ganti', 'tewas ganti hp', 'ganti hp yah', 'hp yah hidup', 'yah hidup sesuai', 'hidup sesuai kemampuan']"
jujur suka xiaomi pro maxsih gw fiturnya kalah kencang iphone design bagus unik layar belakanh,"['jujur suka', 'suka xiaomi', 'xiaomi pro', 'pro maxsih', 'maxsih gw', 'gw fiturnya', 'fiturnya kalah', 'kalah kencang', 'kencang iphone', 'iphone design', 'design bagus', 'bagus unik', 'unik layar', 'layar belakanh']","['jujur suka xiaomi', 'suka xiaomi pro', 'xiaomi pro maxsih', 'pro maxsih gw', 'maxsih gw fiturnya', 'gw fiturnya kalah', 'fiturnya kalah kencang', 'kalah kencang iphone', 'kencang iphone design', 'iphone design bagus', 'design bagus unik', 'bagus unik layar', 'unik layar belakanh']"
